tenant_id,unit_id,full_name,email,phone,lease_start,lease_end,monthly_rent,deposit,status,lease_duration_days,days_to_expiry,lease_expired,expiry_bucket,lease_term_type,market_rent,unit_type,sqft,loss_to_lease,loss_to_lease_pct,concession_flag,total_charges,paid_on_time,partial_count,delinquent_count,total_due,total_paid,collection_rate,payment_reliability,delinquency_risk_score,risk_tier
T00981,U01253,Cynthia Miller,melinda87@example.com,7549576947,2021-03-29,2023-03-29,2316.0,2316.0,Active,730,-1104,1,Expired,Long-Term (>12mo),2322.0,2BR/2BA,1081,6.0,0.26,0,,,,,,,,,,
T00982,U01254,Michael Le,jennifer53@example.com,865.397.4669,2021-04-27,2022-04-27,2004.0,2004.0,Active,365,-1440,1,Expired,Standard (6-12mo),2079.0,2BR/2BA,997,75.0,3.61,0,,,,,,,,,,
T00983,U01255,Taylor Martinez,matthewwood@example.net,001-409-759-4815x269,2024-02-23,2025-02-22,1900.0,1900.0,Active,365,-408,1,Expired,Standard (6-12mo),2115.0,2BR/2BA,1119,215.0,10.17,1,13.0,12.0,0.0,1.0,24700.0,22800.0,92.31,92.31,34.6,High Risk
T00984,U01256,Jacqueline James,megan21@example.org,4748235914,2021-08-04,2022-08-04,2163.0,2163.0,Active,365,-1341,1,Expired,Standard (6-12mo),2338.0,2BR/2BA,1073,175.0,7.49,1,,,,,,,,,,
T00985,U01257,Robert Williams,debra93@example.org,(861)545-4307,2024-03-13,2025-09-12,2044.0,2044.0,Active,548,-206,1,Expired,Long-Term (>12mo),2081.0,2BR/2BA,1101,37.0,1.78,0,12.0,12.0,0.0,0.0,24528.0,24528.0,100.0,100.0,0.0,Low Risk
T00986,U01259,Judith Garcia,johnsondebbie@example.net,978-352-2115,2022-04-02,2023-10-02,2036.0,2036.0,Active,548,-917,1,Expired,Long-Term (>12mo),2067.0,2BR/2BA,991,31.0,1.5,0,,,,,,,,,,
T00987,U01260,Kristin Flores,michaelmontes@example.com,001-226-887-4470x1732,2021-07-11,2022-07-11,1940.0,1940.0,Active,365,-1365,1,Expired,Standard (6-12mo),2073.0,2BR/2BA,1096,133.0,6.42,1,,,,,,,,,,
T00988,U01262,Sheri Hoover,rebeccaford@example.org,001-366-656-3370,2024-01-01,2025-07-02,2071.0,2071.0,Active,548,-278,1,Expired,Long-Term (>12mo),2319.0,2BR/2BA,1094,248.0,10.69,1,15.0,15.0,0.0,0.0,31065.0,31065.0,100.0,100.0,0.0,Low Risk
T00989,U01263,Maria Williams,lisa78@example.org,4554800027,2022-01-05,2023-01-05,2087.0,2087.0,Notice to Vacate,365,-1187,1,Expired,Standard (6-12mo),2108.0,2BR/2BA,971,21.0,1.0,0,,,,,,,,,,
T00990,U01266,Cody Ford,davidjohnson@example.com,291.536.8172,2023-03-24,2024-09-22,2038.0,2038.0,Active,548,-561,1,Expired,Long-Term (>12mo),2255.0,2BR/2BA,1118,217.0,9.62,1,10.0,9.0,0.0,1.0,20380.0,18342.0,90.0,90.0,36.0,High Risk
T00991,U01267,James Reed,aprilmyers@example.net,7925973525,2022-11-05,2023-11-05,2110.0,2110.0,Active,365,-883,1,Expired,Standard (6-12mo),2298.0,2BR/2BA,1066,188.0,8.18,1,,,,,,,,,,
T00992,U01268,Brittany Hernandez,nperez@example.org,899.320.4573x53236,2024-05-22,2025-11-21,1986.0,1986.0,Active,548,-136,1,Expired,Long-Term (>12mo),2193.0,2BR/2BA,1046,207.0,9.44,1,10.0,10.0,0.0,0.0,19860.0,19860.0,100.0,100.0,0.0,Low Risk
T00993,U01269,Valerie Harrison,solomonandrea@example.com,5828697182,2023-09-03,2024-09-02,2065.0,2065.0,Active,365,-581,1,Expired,Standard (6-12mo),2261.0,2BR/2BA,1001,196.0,8.67,1,10.0,8.0,0.0,2.0,20650.0,16520.0,80.0,80.0,72.0,Critical
T00994,U01270,Adrian Martinez,pgarcia@example.net,688.821.7648,2021-03-20,2023-03-20,2070.0,2070.0,Notice to Vacate,730,-1113,1,Expired,Long-Term (>12mo),2303.0,2BR/2BA,988,233.0,10.12,1,,,,,,,,,,
T00995,U01272,Frederick Molina,dustinpetty@example.org,001-422-428-0194x425,2023-08-21,2024-08-20,1970.0,1970.0,Active,365,-594,1,Expired,Standard (6-12mo),2059.0,2BR/2BA,1142,89.0,4.32,0,9.0,9.0,0.0,0.0,17730.0,17730.0,100.0,100.0,0.0,Low Risk
T00996,U01273,Tyler Sullivan,nwhite@example.com,250.663.7311,2022-10-18,2024-10-17,2006.0,2006.0,Active,730,-536,1,Expired,Long-Term (>12mo),2270.0,2BR/2BA,1104,264.0,11.63,1,11.0,11.0,0.0,0.0,22066.0,22066.0,100.0,100.0,0.0,Low Risk
T00997,U01275,Ricky Hill,adamcaldwell@example.org,+1-841-485-2013,2024-05-16,2025-11-15,1877.0,1877.0,Active,548,-142,1,Expired,Long-Term (>12mo),2115.0,2BR/2BA,1059,238.0,11.25,1,10.0,10.0,0.0,0.0,18770.0,18770.0,100.0,100.0,0.0,Low Risk
T00998,U01277,Anthony Mueller,uperez@example.com,+1-356-715-4705x54912,2023-01-11,2024-07-12,2691.0,2691.0,Notice to Vacate,548,-633,1,Expired,Long-Term (>12mo),2698.0,3BR/2BA,1200,7.0,0.26,0,8.0,7.0,1.0,0.0,21528.0,20396.0,94.74,87.5,17.5,Medium Risk
T00999,U01278,William Adams,knightsamantha@example.com,964-709-1969x39578,2022-03-14,2023-03-14,2750.0,2750.0,Active,365,-1119,1,Expired,Standard (6-12mo),3037.0,3BR/2BA,1269,287.0,9.45,1,,,,,,,,,,
T01000,U01279,Amy Lara,andrewjackson@example.org,+1-801-897-1212x41393,2021-02-16,2022-08-18,2451.0,2451.0,Active,548,-1327,1,Expired,Long-Term (>12mo),2686.0,3BR/2BA,1428,235.0,8.75,1,,,,,,,,,,
T01001,U01281,Keith Gibson,knightalexandra@example.org,426-977-3192,2021-12-27,2022-12-27,2389.0,2389.0,Active,365,-1196,1,Expired,Standard (6-12mo),2663.0,3BR/2BA,1153,274.0,10.29,1,,,,,,,,,,
T01002,U01282,Megan Johnson,heather88@example.net,786.653.3943x1916,2022-07-15,2024-01-14,2362.0,2362.0,Active,548,-813,1,Expired,Long-Term (>12mo),2654.0,3BR/2BA,1359,292.0,11.0,1,2.0,2.0,0.0,0.0,4724.0,4724.0,100.0,100.0,0.0,Low Risk
T01003,U01283,Troy Powers,hunter12@example.org,(619)615-0576,2023-07-14,2025-01-12,2431.0,2431.0,Active,548,-449,1,Expired,Long-Term (>12mo),2578.0,3BR/2BA,1449,147.0,5.7,1,14.0,14.0,0.0,0.0,34034.0,34034.0,100.0,100.0,0.0,Low Risk
T01004,U01284,Joy Dorsey,dsmith@example.org,(968)876-4486,2022-06-16,2023-06-16,2602.0,2602.0,Active,365,-1025,1,Expired,Standard (6-12mo),2656.0,3BR/2BA,1439,54.0,2.03,0,,,,,,,,,,
T01005,U01285,Jerome Cole,nicole16@example.org,(956)504-5006x3553,2021-07-09,2023-01-08,2477.0,2477.0,Notice to Vacate,548,-1184,1,Expired,Long-Term (>12mo),2689.0,3BR/2BA,1254,212.0,7.88,1,,,,,,,,,,
T01006,U01286,Patrick Proctor,djensen@example.com,519-252-9635,2022-09-01,2023-09-01,2403.0,2403.0,Notice to Vacate,365,-948,1,Expired,Standard (6-12mo),2659.0,3BR/2BA,1241,256.0,9.63,1,,,,,,,,,,
T01007,U01287,Linda Ball,michealrodriguez@example.net,(676)736-4315,2023-05-09,2024-11-07,2897.0,2897.0,Active,548,-515,1,Expired,Long-Term (>12mo),3092.0,3BR/2BA,1279,195.0,6.31,1,12.0,12.0,0.0,0.0,34764.0,34764.0,100.0,100.0,0.0,Low Risk
T01008,U01288,Hannah Campbell,vwright@example.com,534-641-4916x9993,2021-11-26,2023-05-28,2689.0,2689.0,Active,548,-1044,1,Expired,Long-Term (>12mo),2915.0,3BR/2BA,1353,226.0,7.75,1,,,,,,,,,,
T01009,U01289,Jerry Perez,natalie40@example.net,001-682-323-0958x62973,2024-03-14,2025-09-13,2655.0,2655.0,Active,548,-205,1,Expired,Long-Term (>12mo),2713.0,3BR/2BA,1267,58.0,2.14,0,12.0,11.0,0.0,1.0,31860.0,29205.0,91.67,91.67,35.0,High Risk
T01010,U01290,Brian Smith,sanderson@example.org,670-875-4853,2024-02-23,2026-02-22,2305.0,2305.0,Active,730,-43,1,Expired,Long-Term (>12mo),2550.0,3BR/2BA,1201,245.0,9.61,1,13.0,13.0,0.0,0.0,29965.0,29965.0,100.0,100.0,0.0,Low Risk
T01011,U01291,John Richards,benjaminsmith@example.com,496-746-1293x900,2024-03-30,2026-03-30,2540.0,2540.0,Active,730,-7,1,Expired,Long-Term (>12mo),2830.0,3BR/2BA,1431,290.0,10.25,1,12.0,12.0,0.0,0.0,30480.0,30480.0,100.0,100.0,0.0,Low Risk
T01012,U01292,Richard Harris,zcook@example.com,596.335.9570x86199,2022-10-11,2023-10-11,2400.0,2400.0,Active,365,-908,1,Expired,Standard (6-12mo),2672.0,3BR/2BA,1232,272.0,10.18,1,,,,,,,,,,
T01013,U01294,Isaac Evans,heather66@example.org,413-588-5034,2023-07-29,2024-07-28,2314.0,2314.0,Active,365,-617,1,Expired,Standard (6-12mo),2462.0,3BR/2BA,1372,148.0,6.01,1,8.0,8.0,0.0,0.0,18512.0,18512.0,100.0,100.0,0.0,Low Risk
T01014,U01295,Brooke Lambert,arthurwright@example.com,842.846.3104x379,2022-10-11,2023-10-11,2395.0,2395.0,Active,365,-908,1,Expired,Standard (6-12mo),2456.0,3BR/2BA,1339,61.0,2.48,0,,,,,,,,,,
T01015,U01296,Kimberly Johnson,jennifer29@example.com,(690)521-7741x7430,2023-04-13,2024-04-12,2667.0,2667.0,Active,365,-724,1,Expired,Standard (6-12mo),2830.0,3BR/2BA,1355,163.0,5.76,1,5.0,5.0,0.0,0.0,13335.0,13335.0,100.0,100.0,0.0,Low Risk
T01016,U01297,Amy Perez,stacey22@example.net,+1-446-565-2752x332,2021-01-08,2022-07-10,3041.0,3041.0,Notice to Vacate,548,-1366,1,Expired,Long-Term (>12mo),3062.0,3BR/2BA,1179,21.0,0.69,0,,,,,,,,,,
T01017,U01298,Alan Rivera,lewisnatalie@example.org,8339467711,2021-09-15,2023-03-17,1294.0,1294.0,Active,548,-1116,1,Expired,Long-Term (>12mo),1353.0,Studio,562,59.0,4.36,0,,,,,,,,,,
T01018,U01300,Robert Kim,ethomas@example.net,+1-555-630-2453x012,2024-03-30,2025-03-30,1380.0,1380.0,Active,365,-372,1,Expired,Standard (6-12mo),1560.0,Studio,582,180.0,11.54,1,12.0,9.0,1.0,2.0,16560.0,13251.0,80.02,75.0,85.0,Critical
T01019,U01301,Carolyn Johnson,jennifer20@example.org,+1-447-419-0172,2022-01-20,2023-07-22,1405.0,1405.0,Active,548,-989,1,Expired,Long-Term (>12mo),1458.0,Studio,459,53.0,3.64,0,,,,,,,,,,
T01020,U01302,Stanley Brown,qhendricks@example.net,+1-471-677-5461,2021-12-07,2023-12-07,1526.0,1526.0,Active,730,-851,1,Expired,Long-Term (>12mo),1649.0,Studio,472,123.0,7.46,1,1.0,0.0,1.0,0.0,1526.0,1063.0,69.66,0.0,70.0,Critical
T01021,U01304,Ian Weaver,rmoore@example.com,+1-825-681-2259x0956,2022-12-14,2023-12-14,1562.0,1562.0,Active,365,-844,1,Expired,Standard (6-12mo),1571.0,Studio,453,9.0,0.57,0,1.0,1.0,0.0,0.0,1562.0,1562.0,100.0,100.0,0.0,Low Risk
T01022,U01306,Suzanne Hardy,staceywashington@example.net,279.312.1211,2024-03-27,2025-03-27,1344.0,1344.0,Active,365,-375,1,Expired,Standard (6-12mo),1454.0,Studio,539,110.0,7.57,1,12.0,11.0,0.0,1.0,16128.0,14784.0,91.67,91.67,35.0,High Risk
T01023,U01309,Tracy Williams,toni86@example.net,+1-301-670-7403x925,2023-01-16,2024-01-16,1391.0,1391.0,Active,365,-811,1,Expired,Standard (6-12mo),1518.0,Studio,477,127.0,8.37,1,2.0,1.0,1.0,0.0,2782.0,2498.0,89.79,50.0,40.0,High Risk
T01024,U01310,Cassandra Flores,snydergerald@example.org,464.333.8722x0542,2022-09-21,2024-09-20,1599.0,1599.0,Active,730,-563,1,Expired,Long-Term (>12mo),1634.0,Studio,537,35.0,2.14,0,10.0,9.0,1.0,0.0,15990.0,15447.0,96.6,90.0,16.0,Medium Risk
T01025,U01311,James Flores,brittany63@example.org,001-908-733-4447x0488,2021-09-13,2023-03-15,1527.0,1527.0,Active,548,-1118,1,Expired,Long-Term (>12mo),1594.0,Studio,587,67.0,4.2,0,,,,,,,,,,
T01026,U01312,John Brock,daltonchristina@example.com,001-585-419-5377x49266,2023-07-23,2025-01-21,1524.0,1524.0,Notice to Vacate,548,-440,1,Expired,Long-Term (>12mo),1640.0,Studio,563,116.0,7.07,1,14.0,14.0,0.0,0.0,21336.0,21336.0,100.0,100.0,0.0,Low Risk
T01027,U01313,Linda Stewart,josephchavez@example.com,352.425.9206x1658,2022-12-23,2024-12-22,1468.0,1468.0,Notice to Vacate,730,-470,1,Expired,Long-Term (>12mo),1577.0,Studio,512,109.0,6.91,1,13.0,12.0,1.0,0.0,19084.0,18427.0,96.56,92.31,14.6,Medium Risk
T01028,U01314,Brandi Valdez,edwardmitchell@example.org,463-802-9559x63637,2022-11-19,2023-11-19,1595.0,1595.0,Active,365,-869,1,Expired,Standard (6-12mo),1609.0,Studio,600,14.0,0.87,0,,,,,,,,,,
T01029,U01315,Marcus Phillips,bradbennett@example.com,+1-249-680-8513x31380,2023-07-29,2025-01-27,1267.0,1267.0,Active,548,-434,1,Expired,Long-Term (>12mo),1370.0,Studio,516,103.0,7.52,1,15.0,14.0,1.0,0.0,19005.0,18552.0,97.62,93.33,14.0,Medium Risk
T01030,U01317,Sarah Walker,calebday@example.org,(412)815-4815,2024-02-07,2026-02-06,1217.0,1217.0,Active,730,-59,1,Expired,Long-Term (>12mo),1353.0,Studio,587,136.0,10.05,1,13.0,12.0,0.0,1.0,15821.0,14604.0,92.31,92.31,34.6,High Risk
T01031,U01318,Kimberly Esparza,patricia19@example.org,954.988.0644x20062,2023-06-12,2024-12-11,1260.0,1260.0,Active,548,-481,1,Expired,Long-Term (>12mo),1378.0,Studio,523,118.0,8.56,1,13.0,13.0,0.0,0.0,16380.0,16380.0,100.0,100.0,0.0,Low Risk
T01032,U01319,Karen Decker,kimberly66@example.com,(441)496-2342x1926,2023-06-15,2024-06-14,1571.0,1571.0,Active,365,-661,1,Expired,Standard (6-12mo),1629.0,Studio,591,58.0,3.56,0,7.0,6.0,0.0,1.0,10997.0,9426.0,85.71,85.71,38.6,High Risk
T01033,U01320,Clayton Torres,williamsfrank@example.com,+1-931-947-8911,2021-07-23,2022-07-23,1383.0,1383.0,Active,365,-1353,1,Expired,Standard (6-12mo),1416.0,Studio,540,33.0,2.33,0,,,,,,,,,,
T01034,U01321,Philip Chapman,barbara81@example.net,(883)818-0036,2021-08-01,2022-08-01,1565.0,1565.0,Notice to Vacate,365,-1344,1,Expired,Standard (6-12mo),1634.0,Studio,496,69.0,4.22,0,,,,,,,,,,
T01035,U01322,Michael Jackson,brownmichael@example.org,001-428-653-8631x0505,2023-04-23,2024-04-22,1334.0,1334.0,Active,365,-714,1,Expired,Standard (6-12mo),1420.0,Studio,501,86.0,6.06,1,5.0,4.0,0.0,1.0,6670.0,5336.0,80.0,80.0,42.0,High Risk
T01036,U01324,Joseph Young,mcconnellangela@example.org,(592)599-0076x86276,2024-01-21,2025-01-20,1336.0,1336.0,Active,365,-441,1,Expired,Standard (6-12mo),1397.0,Studio,541,61.0,4.37,0,13.0,13.0,0.0,0.0,17368.0,17368.0,100.0,100.0,0.0,Low Risk
T01037,U01326,Justin Preston,nnunez@example.org,861.685.1862x6713,2023-10-28,2025-10-27,1542.0,1542.0,Active,730,-161,1,Expired,Long-Term (>12mo),1579.0,Studio,451,37.0,2.34,0,15.0,14.0,0.0,1.0,23130.0,21588.0,93.33,93.33,34.0,High Risk
T01038,U01327,Ashley Dudley,ericwagner@example.org,439.921.8835,2022-08-17,2024-02-16,1323.0,1323.0,Notice to Vacate,548,-780,1,Expired,Long-Term (>12mo),1461.0,Studio,573,138.0,9.45,1,3.0,3.0,0.0,0.0,3969.0,3969.0,100.0,100.0,0.0,Low Risk
T01039,U01328,Monica Brown,wnguyen@example.net,001-206-377-6106x592,2023-07-21,2025-07-20,1491.0,1491.0,Active,730,-260,1,Expired,Long-Term (>12mo),1611.0,Studio,597,120.0,7.45,1,15.0,12.0,2.0,1.0,22365.0,19763.0,88.37,80.0,62.0,Critical
T01040,U01329,Robin Wright,howellstuart@example.com,(917)481-5969x83845,2022-02-05,2023-08-07,1905.0,1905.0,Active,548,-973,1,Expired,Long-Term (>12mo),1916.0,1BR/1BA,845,11.0,0.57,0,,,,,,,,,,
T01041,U01330,Alice Moran,jacquelinebennett@example.net,(486)729-5912x5734,2022-12-20,2024-06-20,1720.0,1720.0,Active,548,-655,1,Expired,Long-Term (>12mo),1850.0,1BR/1BA,706,130.0,7.03,1,7.0,7.0,0.0,0.0,12040.0,12040.0,100.0,100.0,0.0,Low Risk
T01042,U01332,Lance Lambert,gallagherjoanna@example.org,001-890-674-7296,2023-03-22,2024-03-21,1738.0,1738.0,Active,365,-746,1,Expired,Standard (6-12mo),1751.0,1BR/1BA,658,13.0,0.74,0,4.0,4.0,0.0,0.0,6952.0,6952.0,100.0,100.0,0.0,Low Risk
T01043,U01333,Jeffrey Montgomery,asmith@example.net,+1-374-574-8599x464,2022-04-04,2024-04-03,1774.0,1774.0,Notice to Vacate,730,-733,1,Expired,Long-Term (>12mo),1941.0,1BR/1BA,767,167.0,8.6,1,5.0,4.0,1.0,0.0,8870.0,8726.0,98.38,80.0,22.0,Medium Risk
T01044,U01334,Rebecca Boone,jenkinsjohn@example.com,653.769.8816x49804,2022-06-26,2023-06-26,1791.0,1791.0,Active,365,-1015,1,Expired,Standard (6-12mo),1826.0,1BR/1BA,730,35.0,1.92,0,,,,,,,,,,
T01045,U01335,Larry Bates,uliu@example.org,602-262-7066,2023-04-30,2024-04-29,1569.0,1569.0,Active,365,-707,1,Expired,Standard (6-12mo),1782.0,1BR/1BA,747,213.0,11.95,1,5.0,5.0,0.0,0.0,7845.0,7845.0,100.0,100.0,0.0,Low Risk
T01046,U01338,Joshua Nelson,michael13@example.org,+1-589-983-0574,2023-04-30,2024-04-29,1496.0,1496.0,Active,365,-707,1,Expired,Standard (6-12mo),1696.0,1BR/1BA,737,200.0,11.79,1,5.0,5.0,0.0,0.0,7480.0,7480.0,100.0,100.0,0.0,Low Risk
T01047,U01339,Scott Cooley,robert30@example.org,750.500.3056x619,2021-11-11,2022-11-11,1685.0,1685.0,Active,365,-1242,1,Expired,Standard (6-12mo),1718.0,1BR/1BA,703,33.0,1.92,0,,,,,,,,,,
T01048,U01341,Walter Howard,colton49@example.org,984.467.9087x018,2023-11-29,2025-11-28,1783.0,1783.0,Active,730,-129,1,Expired,Long-Term (>12mo),1942.0,1BR/1BA,683,159.0,8.19,1,15.0,13.0,0.0,2.0,26745.0,23179.0,86.67,86.67,68.0,Critical
T01049,U01343,Marvin Johnson,welchjames@example.com,001-810-934-4442x990,2021-12-16,2023-12-16,1891.0,1891.0,Active,730,-842,1,Expired,Long-Term (>12mo),1893.0,1BR/1BA,760,2.0,0.11,0,1.0,1.0,0.0,0.0,1891.0,1891.0,100.0,100.0,0.0,Low Risk
T01050,U01344,Grant Henderson,xcardenas@example.org,706-822-1559x9672,2022-05-11,2024-05-10,1605.0,1605.0,Active,730,-696,1,Expired,Long-Term (>12mo),1610.0,1BR/1BA,839,5.0,0.31,0,6.0,6.0,0.0,0.0,9630.0,9630.0,100.0,100.0,0.0,Low Risk
T01051,U01346,Cathy Wyatt,lynchmartin@example.org,+1-747-504-7476x4845,2022-01-30,2024-01-30,1604.0,1604.0,Active,730,-797,1,Expired,Long-Term (>12mo),1676.0,1BR/1BA,834,72.0,4.3,0,2.0,2.0,0.0,0.0,3208.0,3208.0,100.0,100.0,0.0,Low Risk
T01052,U01347,Erika Davis,amandaedwards@example.com,224-255-3129,2021-04-16,2023-04-16,1653.0,1653.0,Active,730,-1086,1,Expired,Long-Term (>12mo),1775.0,1BR/1BA,714,122.0,6.87,1,,,,,,,,,,
T01053,U01348,Jennifer Barrett,ariascarlos@example.net,001-773-727-7264x88395,2023-03-11,2024-03-10,1476.0,1476.0,Active,365,-757,1,Expired,Standard (6-12mo),1590.0,1BR/1BA,751,114.0,7.17,1,4.0,2.0,1.0,1.0,5904.0,4327.0,73.29,50.0,70.0,Critical
T01054,U01349,Carolyn Silva,george52@example.net,216-218-5759x17105,2022-10-14,2024-10-13,1687.0,1687.0,Active,730,-540,1,Expired,Long-Term (>12mo),1876.0,1BR/1BA,705,189.0,10.07,1,11.0,9.0,2.0,0.0,18557.0,17235.0,92.88,81.82,30.9,High Risk
T01055,U01350,Kyle Green,eparker@example.org,001-653-952-4784x17159,2022-04-19,2023-04-19,1784.0,1784.0,Active,365,-1083,1,Expired,Standard (6-12mo),1848.0,1BR/1BA,765,64.0,3.46,0,,,,,,,,,,
T01056,U01351,Dylan Valenzuela,benjaminhall@example.net,+1-303-531-8361,2021-09-16,2023-09-16,1586.0,1586.0,Active,730,-933,1,Expired,Long-Term (>12mo),1774.0,1BR/1BA,742,188.0,10.6,1,,,,,,,,,,
T01057,U01353,Matthew Sellers,ronaldjohnson@example.com,882.481.5278x73048,2024-03-27,2025-09-26,1747.0,1747.0,Active,548,-192,1,Expired,Long-Term (>12mo),1781.0,1BR/1BA,700,34.0,1.91,0,12.0,12.0,0.0,0.0,20964.0,20964.0,100.0,100.0,0.0,Low Risk
T01058,U01355,Arthur White,aholt@example.com,+1-535-637-8018x91567,2022-06-17,2024-06-16,1672.0,1672.0,Active,730,-659,1,Expired,Long-Term (>12mo),1860.0,1BR/1BA,774,188.0,10.11,1,7.0,7.0,0.0,0.0,11704.0,11704.0,100.0,100.0,0.0,Low Risk
T01059,U01356,James Miller,yramos@example.org,001-669-814-3362,2022-10-23,2023-10-23,1600.0,1600.0,Active,365,-896,1,Expired,Standard (6-12mo),1795.0,1BR/1BA,747,195.0,10.86,1,,,,,,,,,,
T01060,U01357,Jessica Bonilla,brian99@example.net,5012089857,2021-02-22,2022-08-24,1592.0,1592.0,Active,548,-1321,1,Expired,Long-Term (>12mo),1806.0,1BR/1BA,692,214.0,11.85,1,,,,,,,,,,
T01061,U01358,Cynthia Velazquez,frank18@example.net,(784)942-4648x84997,2024-04-30,2025-04-30,1586.0,1586.0,Active,365,-341,1,Expired,Standard (6-12mo),1795.0,1BR/1BA,811,209.0,11.64,1,11.0,11.0,0.0,0.0,17446.0,17446.0,100.0,100.0,0.0,Low Risk
T01062,U01359,Thomas Watson,tmurphy@example.net,(982)381-9022x179,2024-01-19,2025-01-18,1532.0,1532.0,Active,365,-443,1,Expired,Standard (6-12mo),1615.0,1BR/1BA,670,83.0,5.14,1,13.0,12.0,1.0,0.0,19916.0,19421.0,97.51,92.31,14.6,Medium Risk
T01063,U01361,Elizabeth Fernandez,droach@example.org,398-344-5143x67286,2021-02-21,2022-02-21,1705.0,1705.0,Active,365,-1505,1,Expired,Standard (6-12mo),1708.0,1BR/1BA,815,3.0,0.18,0,,,,,,,,,,
T01064,U01362,Daniel Johnson,karen81@example.org,001-239-278-1459,2023-01-04,2024-01-04,1622.0,1622.0,Active,365,-823,1,Expired,Standard (6-12mo),1785.0,1BR/1BA,841,163.0,9.13,1,2.0,1.0,1.0,0.0,3244.0,3174.0,97.84,50.0,40.0,High Risk
T01065,U01363,Lisa Stark,marthagriffin@example.net,5557286693,2022-03-31,2023-03-31,1467.0,1467.0,Active,365,-1102,1,Expired,Standard (6-12mo),1624.0,1BR/1BA,692,157.0,9.67,1,,,,,,,,,,
T01066,U01364,Ronald Edwards,webstersteven@example.net,5533260119,2022-05-18,2023-11-17,1599.0,1599.0,Active,548,-871,1,Expired,Long-Term (>12mo),1644.0,1BR/1BA,836,45.0,2.74,0,,,,,,,,,,
T01067,U01365,Tyler Patel,pparker@example.com,(313)260-9085x818,2021-04-16,2022-04-16,1439.0,1439.0,Active,365,-1451,1,Expired,Standard (6-12mo),1617.0,1BR/1BA,703,178.0,11.01,1,,,,,,,,,,
T01068,U01368,Antonio Taylor,jenniferclark@example.org,587-536-6271x35896,2021-10-22,2022-10-22,1863.0,1863.0,Active,365,-1262,1,Expired,Standard (6-12mo),1948.0,1BR/1BA,845,85.0,4.36,0,,,,,,,,,,
T01069,U01369,Robert Brown,simsamy@example.com,554-973-1566,2024-04-01,2025-04-01,1440.0,1440.0,Active,365,-370,1,Expired,Standard (6-12mo),1612.0,1BR/1BA,808,172.0,10.67,1,11.0,11.0,0.0,0.0,15840.0,15840.0,100.0,100.0,0.0,Low Risk
T01070,U01370,Heather Clarke,garciakelly@example.com,+1-890-828-3772x70289,2024-05-05,2025-05-05,1472.0,1472.0,Notice to Vacate,365,-336,1,Expired,Standard (6-12mo),1649.0,1BR/1BA,708,177.0,10.73,1,10.0,9.0,1.0,0.0,14720.0,14200.0,96.47,90.0,16.0,Medium Risk
T01071,U01371,Greg Wright,adrianagray@example.com,616-810-1975x358,2022-08-02,2023-08-02,1581.0,1581.0,Active,365,-978,1,Expired,Standard (6-12mo),1601.0,1BR/1BA,810,20.0,1.25,0,,,,,,,,,,
T01072,U01372,Amanda Brooks,johnsonelizabeth@example.net,5278304276,2021-07-10,2022-07-10,1469.0,1469.0,Active,365,-1366,1,Expired,Standard (6-12mo),1564.0,1BR/1BA,657,95.0,6.07,1,,,,,,,,,,
T01073,U01373,Scott Brennan,cynthia47@example.org,693.295.3096x90676,2023-01-11,2024-01-11,1610.0,1610.0,Active,365,-816,1,Expired,Standard (6-12mo),1737.0,1BR/1BA,771,127.0,7.31,1,2.0,2.0,0.0,0.0,3220.0,3220.0,100.0,100.0,0.0,Low Risk
T01074,U01374,Carrie Herrera,sheena87@example.com,851-335-8727x17430,2023-10-03,2024-10-02,1606.0,1606.0,Active,365,-551,1,Expired,Standard (6-12mo),1728.0,1BR/1BA,790,122.0,7.06,1,11.0,9.0,1.0,1.0,17666.0,15961.0,90.35,81.82,50.9,High Risk
T01075,U01375,Nina Combs,kimberly03@example.com,998.981.8738,2023-09-24,2024-09-23,1619.0,1619.0,Active,365,-560,1,Expired,Standard (6-12mo),1789.0,1BR/1BA,801,170.0,9.5,1,10.0,10.0,0.0,0.0,16190.0,16190.0,100.0,100.0,0.0,Low Risk
T01076,U01376,Heather Hunt,jasoncampbell@example.com,804.213.0909x153,2023-05-10,2024-11-08,1782.0,1782.0,Active,548,-514,1,Expired,Long-Term (>12mo),1806.0,1BR/1BA,784,24.0,1.33,0,12.0,12.0,0.0,0.0,21384.0,21384.0,100.0,100.0,0.0,Low Risk
T01077,U01377,Carl Anderson,kristin04@example.org,+1-323-219-0577x2044,2023-07-13,2024-07-12,1571.0,1571.0,Active,365,-633,1,Expired,Standard (6-12mo),1743.0,1BR/1BA,738,172.0,9.87,1,8.0,7.0,0.0,1.0,12568.0,10997.0,87.5,87.5,37.5,High Risk
T01078,U01378,Michael Norris,cory32@example.com,(638)910-9794x122,2021-01-21,2022-01-21,1605.0,1605.0,Active,365,-1536,1,Expired,Standard (6-12mo),1673.0,1BR/1BA,763,68.0,4.06,0,,,,,,,,,,
T01079,U01380,Nicholas Grant,juliebird@example.net,(432)825-1742x24043,2024-05-27,2025-05-27,1689.0,1689.0,Active,365,-314,1,Expired,Standard (6-12mo),1889.0,1BR/1BA,844,200.0,10.59,1,10.0,10.0,0.0,0.0,16890.0,16890.0,100.0,100.0,0.0,Low Risk
